H1,אָב
H1129,בָּנָה
H1130,בֶּן־הֲדַד
H1131,בִּנּוּי
H1132,בֶּן־זוֹחֵת
H1133,בֶּן־חוּר
H1134,בֶּן־חַיִל
H1135,בֶּן־חָנָן
H1136,בֶּן־חֶסֶד
H1137,בָּנִי
H1138,בֻּנִּי
H1139,בְּנֵי־בְּרַק
H1140,בִּניָה
H1141,בְּנָיָה
H1142,בְּנֵי יַעֲקָן
H1143,בֵּנַיִם
H1144,בִּניָמִין
H1145,בֶּן־יְמִינִי
H1146,בִּניָן
H1147,בִּניָן
H1148,בְּנִינוּ
H1149,בְּנַס
H1150,בִּנעָא
H1151,בֶּן־עַמִּי
H1152,בְּסוֹדְיָה
H1153,בְּסַי
H1154,בֶּסֶר
H1155,בֹּסֶר
H1156,בְּעָא
H1157,בְּעַד
H1158,בָּעָה
H1159,בָּעוּ
H1160,בְּעוֹר
H1161,בִּעוּתִים
H1162,בֹּעַז
H1163,בָּעַט
H1164,בְּעִי
H1165,בְּעִיר
H1166,בָּעַל
H1167,בַּעַל
H1168,בַּעַל
H1169,בְּעֵל
H1170,בַּעַל בְּרִית
H1171,בַּעַל גָּד
H1172,בַּעֲלָה
H1173,בַּעֲלָה
H1174,בַּעַל הָמוֹן
H1175,בְּעָלוֹת
H1176,בַּעַל זְבוּב
H1177,בַּעַל חָנָן
H1178,בַּעַל חָצוֹר
H1179,בַּעַל חֶרמוֹן
H1180,בַּעֲלִי
H1181,בַּעֲלֵי בָּמוֹת
H1182,בְּעֶליָדָע
H1183,בְּעַליָה
H1184,בַּעֲלֵי יְהוּדָה
H1185,בַּעֲלִיס
H1186,בַּעַל מְעוֹן
H1187,בַּעַל פְּעוֹר
H1188,בַּעַל פְּרָצִים
H1189,בַּעַל צְפוֹן
H1190,בַּעַל שָׁלִשָׁה
H1191,בַּעֲלָת
H1192,בַּעֲלַת בְּאֵר
H1193,בַּעַל תָּמָר
H1194,בְּעֹן
H1195,בַּעֲנָא
H1196,בַּעֲנָה
H1197,בָּעַר
H1198,בַּעַר
H1199,בָּעֲרָא
H1200,בְּעֵרָה
H1201,בַּעשָׁא
H1202,בַּעֲשֵׂיָה
H1203,בְּעֶשְׁתְּרָה
H1204,בָּעַת
H1205,בְּעָתָה
H1206,בֹּץ
H1207,בִּצָּה
H1208,בָּצוֹר
H1209,בֵּצַי
H1210,בָּצִיר
H1211,בֶּצֶל
H1212,בְּצַלאֵל
H1213,בַּצְלוּת
H1214,בָּצַע
H1215,בֶּצַע
H1216,בָּצֵק
H1217,בָּצֵק
H1218,בָּצקַת
H1219,בָּצַר
H1220,בֶּצֶר
H1221,בֶּצֶר
H1222,בְּצַר
H1223,בָּצרָה
H1224,בָּצרָה
H1225,בִּצָּרוֹן
H1226,בַּצֹּרֶת
H1227,בַּקְבּוּק
H1228,בַּקְבֻּק
H1229,בַּקְבֻּקיָה
H1230,בַּקְבַּקַּר
H1231,בֻּקִּי
H1232,בֻּקִּיָה
H1233,בְּקִיַע
H1234,בָּקַע
H1235,בֶּקַע
H1236,בִּקעָא
H1237,בִּקעָה
H1238,בָּקַק
H1239,בָּקַר
H1240,בְּקַר
H1241,בָּקָר
H1242,בֹּקֶר
H1243,בַּקָּרָה
H1244,בִּקֹּרֶת
H1245,בָּקַשׁ
H1246,בַּקָּשָׁה
H1247,בַּר
H1248,בַּר
H1249,בַּר
H1250,בָּר
H1251,בַּר
H1252,בֹּר
H1253,בֹּר
H1254,בָּרָא
H1255,בְּרֹאדַךְ בַּלְאֲדָן
H1256,בְּרָאיָה
H1257,בַּרְבֻּר
H1258,בָּרַד
H1259,בָּרָד
H1260,בֶּרֶד
H1261,בָּרֹד
H1262,בָּרָה
H1263,בָּרוּךְ
H1264,בְּרוֹם
H1265,בְּרוֹשׁ
H1266,בְּרוֹת
H1267,בָּרוּת
H1268,בֵּרוֹתָה
H1269,בִּרזוֹת
H1270,בַּרזֶל
H1271,בַּרזִלַּי
H1272,בָּרחַ
H1273,בַּרחֻמִי
H1274,בְּרִי
H1275,בֵּרִי
H1276,בֵּרִי
H1277,בָּרִיא
H1278,בְּרִיאָה
H1279,בִּריָה
H1280,בְּרִיחַ
H1281,בָּרִיחַ
H1282,בָּרִיחַ
H1283,בְּרִיעָה
H1284,בְּרִיעִי
H1285,בְּרִית
H1286,בְּרִית
H1287,בֹּרִית
H1288,בָּרַךְ
H1289,בְּרַךְ
H1290,בֶּרֶךְ
H1291,בֶּרֶךְ
H1292,בָּרַכאֵל
H1293,בְּרָכָה
H1294,בְּרָכָה
H1295,בְּרֵכָה
H1296,בֶּרֶכְיָה
H1297,בְּרַם
H1298,בֶּרַע
H1299,בָּרַק
H1300,בָּרָק
H1301,בָּרָק
H1302,בַּרקוֹס
H1303,בַּרקָן
H1304,בָּרְקַת
H1305,בָּרַר
H1306,בִּרשַׁע
H1307,בֵּרֹתִי
H1308,בְּשׂוֹר
H1309,בְּשׂוֹרָה
H1310,בָּשַׁל
H1311,בָּשֵׁל
H1312,בִּשׁלָם
H1313,בָּשָׂם
H1314,בֶּשֶׂם
H1315,בָּשׂמַת
H1316,בָּשָׁן
H1317,בָּשׁנָה
H1318,בָּשַׁס
H1319,בָּשַׂר
H1320,בָּשָׂר
H1321,בְּשַׂר
H1322,בֹּשֶׁת
H1323,בַּת
H1324,בַּת
H1325,בַּת
H1326,בָּתָה
H1327,בַּתָּה
H1328,בְּתוּאֵל
H1329,בְּתוּל
H1330,בְּתוּלָה
H1331,בְּתוּלִים
H1332,בִּתיָה
H1333,בָּתַק
H1334,בָּתַר
H1335,בֶּתֶר
H1336,בֶּתֶר
H1337,בַּת רַבִּים
H1338,בִּתרוֹן
H1339,בַּת־שֶׁבַע
H1340,בַּת־שׁוַּע
H1341,גֵּא
H1342,גָּאָה
H1343,גֵּאֶה
H1344,גֵּאָה
H1345,גְּאוּאֵל
H1346,גַּאֲוָה
H1347,גָּאוֹן
H1348,גֵּאוּת
H1349,גַּאֲיוֹן
H1350,גָּאַל
H1351,גָּאַל
H1352,גֹּאֶל
H1353,גְּאֻלָּה
H1354,גַּב
H1355,גַּב
H1356,גֵּב
H1357,גֵּב
H1358,גֹּב
H1359,גֹּב
H1360,גֶּבֶא
H1361,גָּבַהּ
H1362,גָּבָהּ
H1363,גֹּבַהּ
H1364,גָּבֹהַּ
H1365,גַּבהוּת
H1366,גְּבוּל
H1367,גְּבוּלָה
H1368,גִּבּוֹר
H1369,גְּבוּרָה
H1370,גְּבוּרָה
H1371,גִּבֵּחַ
H1372,גַּבַּחַת
H1373,גַּבַּי
H1374,גֵּבִים
H1375,גְּבִיַע
H1376,גְּבִיר
H1377,גְּבִירָה
H1378,גָּבִישׁ
H1379,גָּבַל
H1380,גְּבַל
H1381,גְּבָל
H1382,גִּבלִי
H1383,גַּבלֻת
H1384,גִּבֵּן
H1385,גְּבִנָה
H1386,גַּבנֹן
H1387,גֶּבַע
H1388,גִּבעָא
H1389,גִּבעָה
H1390,גִּבְעָה
H1391,גִּבְעוֹן
H1392,גִּבְעֹל
H1393,גִּבעֹנִי
H1394,גִּבעַת
H1395,גִּבעָתִי
H1396,גָּבַר
H1397,גֶּבֶר
H1398,גֶּבֶר
H1399,גְּבַר
H1400,גְּבַר
H1401,גִּבָּר
H1402,גִּבָּר
H1403,גַּברִיאֵל
H1404,גְּבֶרֶת
H1405,גִּבְּתוֹן
H1406,גָּג
H1407,גַּד
H1408,גַּד
H1409,גָּד
H1410,גָּד
H1411,גְּדָבָר
H1412,גֻּדְגֹּדָה
H1413,גָּדַד
H1414,גְּדַד
H1415,גָּדָה
H1416,גְּדוּד
H1417,גְּדוּד
H1418,גְּדוּדָה
H1419,גָּדוֹל
H1420,גְּדוּלָה
H1421,גִּדּוּף
H1422,גְּדוּפָה
H1423,גְּדִי
H1424,גָּדִי
H1425,גָּדִי
H1426,גַּדִּי
H1427,גַּדִּיאֵל
H1428,גִּדיָה
H1429,גְּדִיָה
H1430,גָּדִישׁ
H1431,גָּדַל
H1432,גָּדֵל
H1433,גֹּדֶל
H1434,גְּדִל
H1435,גִּדֵּל
H1436,גְּדַלְיָה
H1437,גִּדַּלְתִּי
H1438,גָּדַע
H1439,גִּדעוֹן
H1440,גִּדְעֹם
H1441,גִּדְעֹנִי
H1442,גָּדַף
H1443,גָּדַר
H1444,גֶּדֶר
H1445,גֶּדֶר
H1446,גְּדֹר
H1447,גָּדֵר
H1448,גְּדֵרָה
H1449,גְּדֵרָה
H1450,גְּדֵרוֹת
H1451,גְּדֵרִי
H1452,גְּדֵרָתִי
H1453,גְּדֵרֹתַיִם
H1454,גֵּה
H1455,גָּהָה
H1456,גֵּהָה
H1457,גָּהַר
H1458,גַּו
H1459,גַּו
H1460,גֵּו
H1461,גּוּב
H1462,גּוֹב
H1463,גּוֹג
H1464,גּוּד
H1465,גֵּוָה
H1466,גֵּוָה
H1467,גֵּוָה
H1468,גּוּז
H1469,גּוֹזָל
H1470,גּוֹזָן
H1471,גּוֹי
H1472,גְּוִיָה
H1473,גּוֹלָה
H1474,גּוֹלָן
H1475,גּוּמָּץ
H1476,גּוּנִי
H1477,גּוּנִי
H1478,גָּוַע
H1479,גּוּף
H1480,גּוּפָה
H1481,גּוּר
H1482,גּוּר
H1483,גּוּר
H1484,גּוֹר
H1485,גּוּר־בַּעַל
H1486,גּוֹרָל
H1487,גּוּשׁ
H1488,גֵּז
H1489,גִּזְבָּר
H1490,גִּזְבָּר
H1491,גָּזָה
H1492,גָּזַּה
H1493,גִּזוֹנִי
H1494,גָּזַז
H1495,גָּזֵז
H1496,גָּזִית
H1497,גָּזַל
H1498,גָּזֵל
H1499,גֵּזֶל
H1500,גְּזֵלָה
H1501,גָּזָם
H1502,גַּזָּם
H1503,גֶּזַע
H1504,גָּזַר
H1505,גְּזַר
H1506,גֶּזֶר
H1507,גֶּזֶר
H1508,גִּזרָה
H1509,גְּזֵרָה
H1510,גְּזֵרָה
H1511,גִּזרִי
H1512,גָּחוֹן
H1513,גֶּחֶל
H1514,גַּחַם
H1515,גַּחַר
H1516,גַּיא
H1517,גִּיד
H1518,גִּיחַ
H1519,גִּיחַ
H1520,גִּיחַ
H1521,גִּיחוֹן
H1522,גֵּיחֲזִי
H1523,גִּיל
H1524,גִּיל
H1525,גִּילָה
H1526,גִּילֹנִי
H1527,גִּינַת
H1528,גִּיר
H1529,גֵּישָׁן
H1530,גַּל
H1531,גֹּל
H1532,גַּלָּב
H1533,גִּלְבֹּעַ
H1534,גַּלְגַּל
H1535,גַּלְגַּל
H1536,גִּלְגָּל
H1537,גִּלְגָּל
H1538,גֻּלְ•גֹּלֶת
H1539,גֶּלֶד
H1540,גָּלָה
H1541,גְּלָה
H1542,גִּלֹה
H1543,גֻּלָּה
H1544,גִּלּוּל
H1545,גְּלוֹם
H1546,גָּלוּת
H1547,גָּלוּת
H1548,גָּלחַ
H1549,גִּלָּיוֹן
H1550,גָּלִיל
H1551,גָּלִיל
H1552,גְּלִילָה
H1553,גְּלִילוֹת
H1554,גַּלִּים
H1555,גָּליַת
H1556,גָּלַל
H1557,גָּלָל
H1558,גָּלָל
H1559,גָּלָל
H1560,גְּלָל
H1561,גֵּלֶל
H1562,גִּלֲלַי
H1563,גָּלַם
H1564,גֹּלֶם
H1565,גַּלמוּד
H1566,גָּלַע
H1567,גַּלְעֵד
H1568,גִּלעָד
H1569,גִּלעָדִי
H1570,גָּלַשׁ
H1571,גַּם
H1572,גָּמָא
H1573,גֹּמֶא
H1574,גֹּמֶד
H1575,גַּמָּד
H1576,גְּמוּל
H1577,גָּמוּל
H1578,גְּמוּלָה
H1579,גִּמזוֹ
H1580,גָּמַל
H1581,גָּמָל
H1582,גְּמַלִּי
H1583,גַּמלִיאֵל
H1584,גָּמַר
H1585,גְּמַר
H1586,גֹּמֶר
H1587,גְּמַרְיָה
H1588,גַּן
H1589,גָּנַב
H1590,גַּנָּב
H1591,גְּנֵבָה
H1592,גְּנֻבַת
H1593,גַּנָּה
H1594,גִּנָּה
H1595,גֶּנֶז
H1596,גְּנַז
H1597,גִּנזַךְ
H1598,גָּנַן
H1599,גִּנְּתוֹן
H1600,גָּעָה
H1601,גֹּעָה
H1602,גָּעַל
H1603,גַּעַל
H1604,גֹּעַל
H1605,גָּעַר
H1606,גְּעָרָה
H1607,גָּעַשׁ
H1608,גַּעַשׁ
H1609,גַּעְתָּם
H1610,גַּף
H1611,גַּף
H1612,גֶּפֶן
H1613,גֹּפֶר
H1614,גָּפרִית
H1615,גִּר
H1616,גֵּר
H1617,גֵּרָא
H1618,גָּרָב
H1619,גָּרֵב
H1620,גַּרְגַּר
H1621,גַּרְגְּרוֹת
H1622,גִּרְגָּשִׁי
H1623,גָּרַד
H1624,גָּרָה
H1625,גֵּרָה
H1626,גֵּרָה
H1627,גָּרוֹן
H1628,גֵּרוּת
H1629,גָּרַז
H1630,גְּרִזִים
H1631,גַּרזֶן
H1632,גָּרֹל
H1633,גָּרַם
H1634,גֶּרֶם
H1635,גֶּרֶם
H1636,גַּרמִי
H1637,גֹּרֶן
H1638,גָּרַס
H1639,גָּרַע
H1640,גָּרַף
H1641,גָּרַר
H1642,גְּרָר
H1643,גֶּרֶשׂ
H1644,גָּרַשׁ
H1645,גֶּרֶשׁ
H1646,גְּרֻשָׁה
H1647,גֵּרְשֹׁם
H1648,גֵּרְשׁוֹן
H1649,גֵּרְשֻׁנִּי
H1650,גְּשׁוּר
H1651,גְּשׁוּרִי
H1652,גָּשַׁם
H1653,גֶּשֶׁם
H1654,גֶּשֶׁם
H1655,גֶּשֶׁם
H1656,גֹּשֶׁם
H1657,גֹּשֶׁן
H1658,גִּשׁפָּא
H1659,גָּשַׁשׁ
H1660,גַּת
H1661,גַּת
H1662,גַּת־הַחֵפֶר
H1663,גִּתִּי
H1664,גִּתַּיִם
H1665,גִּתִּית
H1666,גֶּתֶר
H1667,גַּת־רִמּוֹן
H1668,דָּא
H1669,דָּאַב
H1670,דְּאָבָה
H1671,דְּאָבוֹן
H1672,דָּאַג
H1673,דֹּאֵג
H1674,דְּאָגָה
H1675,דָּאָה
H1676,דָּאָה
H1677,דֹּב
H1678,דֹּב
H1679,דֹּבֶא
H1680,דָּבַב
H1681,דִּבָּה
H1682,דְּבוֹרָה
H1683,דְּבוֹרָה
H1684,דְּבַח
H1685,דְּבַח
H1686,דִּבְיוֹן
H1687,דְּבִיר
H1688,דְּבִיר
H1689,דִּבלָה
H1690,דְּבֵלָה
H1691,דִּבלַיִם
H1692,דָּבַק
H1693,דְּבַק
H1694,דֶּבֶק
H1695,דָּבֵק
H1696,דָּבַר
H1697,דָּבָר
H1698,דֶּבֶר
H1699,דֹּבֶר
H1700,דִּברָה
H1701,דִּברָה
H1702,דֹּבְרָה
H1703,דַּבָּרָה
H1704,דִּברִי
H1705,דָּבְרַת
H1706,דְּבַשׁ
H1707,דַּבֶּשֶׁת
H1708,דַּבֶּשֶׁת
H1709,דָּג
H1710,דָּגָה
H1711,דָּגָה
H1712,דָּגוֹן
H1713,דָּגַל
H1714,דֶּגֶל
H1715,דָּגָן
H1716,דָּגַר
H1717,דַּד
H1718,דָּדָה
H1719,דְּדָן
H1720,דְּדָנִים
H1721,דֹּדָנִים
H1722,דְּהַב
H1723,דַּהֲוָא
H1724,דָּהַם
H1725,דָּהַר
H1726,דַּהֲהַר
H1727,דּוּב
H1728,דַּוָּג
H1729,דּוּגָה
H1730,דּוֹד
H1731,דּוּד
H1732,דָּוִד
H1733,דּוֹדָה
H1734,דּוֹדוֹ
H1735,דּוֹדָוָהוּ
H1736,דּוּדַי
H1737,דּוֹדַי
H1738,דָּוָה
H1739,דָּוֶה
H1740,דּוּחַ
H1741,דְּוַי
H1742,דַּוָּי
H1743,דּוּךְ
H1744,דּוּכִיפַת
H1745,דּוּמָה
H1746,דּוּמָה
H1747,דּוּמִיָה
H1748,דּוּמָם
H1749,דּוֹנַג
H1750,דּוּץ
H1751,דּוּק
H1752,דּוּר
H1753,דּוּר
H1754,דּוּר
H1755,דּוֹר
H1756,דּוֹר
H1757,דּוּרָא
H1758,דּוּשׁ
H1759,דּוּשׁ
H1760,דָּחָה
H1761,דַּחֲוָה
H1762,דְּחִי
H1763,דְּחַל
H1764,דֹּחַן
H1765,דָּחַף
H1766,דָּחַק
H1767,דַּי
H1768,דִּי
H1769,דִּיבוֹן
H1770,דִּיג
H1771,דַּיָג
H1772,דַּיָה
H1773,דְּיוֹ
H1774,דִּי זָהָב
H1775,דִּימוֹן
H1776,דִּימוֹנָה
H1777,דִּין
H1778,דִּין
H1779,דִּין
H1780,דִּין
H1781,דַּיָן
H1782,דַּיָן
H1783,דִּינָה
H1784,דִּינַי
H1785,דָּיֵק
H1786,דַּיִשׁ
H1787,דִּישׁוֹן
H1788,דִּישֹׁן
H1789,דִּישָׁן
H1790,דַּךְ
H1791,דֵּךְ
H1792,דָּכָא
H1793,דַּכָּא
H1794,דָּכָה
H1795,דַּכָּה
H1796,דֳּכִי
H1797,דִּכֵּן
H1798,דְּכַר
H1799,דִּכְרוֹן
H1800,דַּל
H1801,דָּלַג
H1802,דָּלָה
H1803,דַּלָּה
H1804,דָּלחַ
H1805,דְּלִי
H1806,דְּלָיָה
H1807,דְּלִילָה
H1808,דָּלִיָה
H1809,דָּלַל
H1810,דִּלעָן
H1811,דָּלַף
H1812,דֶּלֶף
H1813,דַּלפוֹן
H1814,דָּלַק
H1815,דְּלַק
H1816,דַּלֶּקֶת
H1817,דֶּלֶת
H1818,דָּם
H1819,דָּמָה
H1820,דָּמָה
H1821,דְּמָה
H1822,דֻּמָּה
H1823,דְּמוּת
H1824,דְּמִי
H1825,דִּמיוֹן
H1826,דָּמַם
H1827,דְּמָמָה
H1828,דֹּמֶן
H1829,דִּמנָה
H1830,דָּמַע
H1831,דֶּמַע
H1832,דִּמעָה
H1833,דְּמֶשֶׁק
H1834,דַּמֶּשֶׂק
H1835,דָּן
H1836,דֵּן
H1837,דַּנָּה
H1838,דִּנהָבָה
H1839,דָּנִי
H1840,דָּנִיֵאל
H1841,דָּנִיֵאל
H1842,דָּן יַעַן
H1843,דֵַּע
H1844,דֵּעָה
H1845,דְּעוּאֵל
H1846,דָּעַךְ
H1847,דַּעַת
H1848,דָּפִי
H1849,דָּפַק
H1850,דָּפקָה
H1851,דַּק
H1852,דֹּק
H1853,דִּקלָה
H1854,דָּקַק
H1855,דְּקַק
H1856,דָּקַר
H1857,דֶּקֶר
H1858,דַּר
H1859,דָּר
H1860,דְּרָאוֹן
H1861,דָּרְבוֹן
H1862,דַּרְדַּע
H1863,דַּרְדַּר
H1864,דָּרוֹם
H1865,דְּרוֹר
H1866,דְּרוֹר
H1867,דָּרְיָוֶשׁ
H1868,דָּרְיָוֵשׁ
H1869,דָּרַךְ
H1870,דֶּרֶךְ
H1871,דַּרְכְּמוֹן
H1872,דְּרַע
H1873,דָּרַע
H1874,דַּרקוֹן
H1875,דָּרַשׁ
H1876,דָּשָׁא
H1877,דֶּשֶׁא
H1878,דָּשֵׁן
H1879,דָּשֵׁן
H1880,דֶּשֶׁן
H1881,דָּת
H1882,דָּת
H1883,דֶּתֶא
H1884,דְּתָבָר
H1885,דָּתָן
H1886,דֹּתָן
H1887,הֵא
H1888,הֵא
H1889,הֶאָח
H1890,הַבהָב
H1891,הָבַל
H1892,הֶבֶל
H1893,הֶבֶל
H1894,הֹבֶן
H1895,הָבַר
H1896,הֵגֵא
H1897,הָגָה
H1898,הָגָה
H1899,הֶגֶה
H1900,הָגוּת
H1901,הָגִיג
H1902,הִגָּיוֹן
H1903,הָגִין
H1904,הָגָר
H1905,הַגְרִי
H1906,הֵד
H1907,הַדָּבָר
H1908,הֲדַד
H1909,הֲדַדעֶזֶר
H1910,הֲדַדרִמּוֹן
H1911,הָדָה
H1912,הֹדוּ
H1913,הֲדוֹרָם
H1914,הִדַּי
H1915,הָדַךְ
H1916,הֲדֹם
H1917,הַדָּם
H1918,הֲדַס
H1919,הֲדַסָּה
H1920,הָדַף
H1921,הָדַר
H1922,הֲדַר
H1923,הֲדַר
H1924,הֲדַר
H1925,הֶדֶר
H1926,הָדָר
H1927,הֲדָרָה
H1928,הֲדַרעֶזֶר
H1929,הָהּ
H1930,הוֹ
H1931,הוּא
H1932,הוּא
H1933,הָוָא
H1934,הָוָא
H1935,הוֹד
H1936,הוֹד
H1937,הוֹדְוָה
H1938,הוֹדַויָה
H1939,הוֹדַיְוָהוּ
H1940,הוֹדִיָה
H1941,הוֹדִיָה
H1942,הַוָּה
H1943,הוָֹה
H1944,הוֹהָם
H1945,הוֹי
H1946,הוּךְ
H1947,הוֹלֵלָה
H1948,הוֹלֵלוּת
H1949,הוּם
H1950,הוֹמָם
H1951,הוּן
H1952,הוֹן
H1953,הוֹשָׁמָע
H1954,הוֹשֵַׁע
H1955,הוֹשַׁעיָה
H1956,הוֹתִיר
H1957,הָזָה
H1958,הִי
H1959,הֵידָד
H1960,הֻיְּדָה
H1961,הָיָה
H1962,הַיָה
H1963,הֵיךְ
H1964,הֵיכָל
H1965,הֵיכַל
H1966,הֵילֵל
H1967,הֵימָם
H1968,הֵימָן
H1969,הִין
H1970,הָכַר
H1971,הַכָּרָה
H1972,הָלָא
H1973,הָלְאָה
H1974,הִלּוּל
H1975,הַלָּז
H1976,הַלָּזֶה
H1977,הַלֵּזוּ
H1978,הָלִיךְ
H1979,הֲלִיכָה
H1980,הָלַךְ
H1981,הֲלַךְ
H1982,הֵלֶךְ
H1983,הֲלָךְ
H1984,הָלַל
H1985,הִלֵּל
H1986,הָלַם
H1987,הֶלֶם
H1988,הֲלֹם
H1989,הַלמוּת
H1990,הָם
H1991,הֵם
H1992,הֵם
H1993,הָמָה
H1994,הִמּוֹ
H1995,הָמוֹן
H1996,הֲמוֹן גּוֹג
H1997,הֲמוֹנָה
H1998,הֶמיָה
H1999,הֲמֻלָּה
H2000,הָמַם
H2001,הָמָן
H2002,הַמנִיךְ
H2003,הָמָס
H2004,הֵן
H2005,הֵן
H2006,הֵן
H2007,הֵנָּה
H2008,הֵנָּה
H2009,הִנֵּה
H2010,הֲנָחָה
H2011,הִנֹּם
H2012,הֵנַע
H2013,הָסָה
H2014,הֲפֻגָה
H2015,הָפַךְ
H2016,הֶפֶךְ
H2017,הֹפֶךְ
H2018,הֲפֵכָה
H2019,הֲפַכפַּךְ
H2020,הַצָּלָה
H2021,הֹצֶן
H2022,הַר
H2023,הֹר
H2024,הָרָא
H2025,הַראֵל
H2026,הָרַג
H2027,הֶרֶג
H2028,הֲרֵגָה
H2029,הָרָה
H2030,הָרֶה
H2031,הַרהֹר
H2032,הֵרוֹן
H2033,הֲרוֹרִי
H2034,הֲרִיסָה
H2035,הֲרִיסוּת
H2036,הֹרָם
H2037,הָרֻם
H2038,הַרמוֹן
H2039,הָרָן
H2040,הָרַס
H2041,הֶרֶס
H2042,הָרָר
H2043,הֲרָרִי
H2044,הָשֵׁם
H2045,הַשׁמָעוּת
H2046,הִתּוּךְ
H2047,הֲתָךְ
H2048,הָתַל
H2049,הָתֹל
H2050,הָתַת
H2051,וְדָן
H2052,וָהֵב
H2053,וָו
H2054,וָזָר
H2055,וַיְזָתָא
H2056,וָלָד
H2057,וַניָה
H2058,וָפסִי
H2059,וַשׁנִי
H2060,וַשְׁתִּי
H2061,זְאֵב
H2062,זְאֵב
H2063,זֹאת
H2064,זָבַד
H2065,זֶבֶד
H2066,זָבָד
H2067,זַבְדִּי
H2068,זַבְדִּיאֵל
H2069,זְבַדְיָה
H2070,זְבוּב
H2071,זָבוּד
H2072,זַבּוּד
H2073,זְבוּל
H2074,זְבוּלוּן
H2075,זְבוּלֹנִי
H2076,זָבַח
H2077,זֶבַח
H2078,זֶבַח
H2079,זַבַּי
H2080,זְבִידָה
H2081,זְבִינָא
H2082,זָבַל
H2083,זְבֻל
H2084,זְבַן
H2085,זָג
H2086,זֵד
H2087,זָדוֹן
H2088,זֶה
H2089,זֶה
H2090,זֹה
H2091,זָהָב
H2092,זָהַם
H2093,זַהַם
H2094,זָהַר
H2095,זְהַר
H2096,זֹהַר
H2097,זוֹ
H2098,זוּ
H2099,זִו
H2100,זוּב
H2101,זוֹב
H2102,זוּד
H2103,זוּד
H2104,זוּזִים
H2105,זוֹחֵת
H2106,זָוִית
H2107,זוּל
H2108,זוּלָה
H2109,זוּן
H2110,זוּן
H2111,זוַּע
H2112,זוַּע
H2113,זְוָעָה
H2114,זוּר
H2115,זוּר
H2116,זוּרֶה
H2117,זָזָא
H2118,זָחחַ
H2119,זָחַל
H2120,זֹחֶלֶת
H2121,זֵידוֹן
H2122,זִיו
H2123,זִיז
H2124,זִיזָא
H2125,זִיזָה
H2126,זִינָא
H2127,זִיַע
H2128,זִיף
H2129,זִיפָה
H2130,זִיפִי
H2131,זִיקָה
H2132,זַיִת
H2133,זֵיתָן
H2134,זַךְ
H2135,זָכָה
H2136,זָכוּ
H2137,זְכוּכִית
H2138,זָכוּר
H2139,זַכּוּר
H2140,זַכַּי
H2141,זָכַךְ
H2142,זָכַר
H2143,זֵכֶר
H2144,זֶכֶר
H2145,זָכָר
H2146,זִכרוֹן
H2147,זִכרִי
H2148,זְכַריָה
H2149,זֻלּוּת
H2150,זַלזַל
H2151,זָלַל
H2152,זַלעָפָה
H2153,זִלפָּה
H2154,זִמָּה
H2155,זִמָּה
H2156,זְמוֹרָה
H2157,זַמְזֹם
H2158,זָמִיר
H2159,זָמִיר
H2160,זְמִירָה
H2161,זָמַם
H2162,זָמָם
H2163,זָמַן
H2164,זְמַן
H2165,זְמָן
H2166,זְמָן
H2167,זָמַר
H2168,זָמַר
H2169,זֶמֶר
H2170,זְמָר
H2171,זַמָּר
H2172,זִמרָה
H2173,זִמרָה
H2174,זִמרִי
H2175,זִמרָן
H2176,זִמרָת
H2177,זַן
H2178,זַן
H2179,זָנַב
H2180,זָנָב
H2181,זָנָה
H2182,זָנוֹחַ
H2183,זָנוּן
H2184,זְנוּת
